ProbeIDs	GAOM_10	GAOM_11	GAOM_3	GAOM_6
Raet1c	0	0	0	0
Raet1d	0	0	0	0
Raet1e	2	3	5	4
Raf1	286	341	274	307
Rag1	0	0	0	0
Rag2	0	0	0	0
Rai1	92	112	45	97
Rai12	129	141	150	141
Rai14	133	196	182	159
Rai2	37	40	40	29
Rala	243	224	294	290
Ralb	113	124	114	138
Ralbp1	445	439	322	323
Ralgapa1	244	268	192	226
Ralgapa2	327	364	258	294
Ralgapb	354	403	287	288
Ralgds	94	74	74	73
Ralgps1	51	50	27	45
Ralgps2	99	87	126	90
Raly	267	291	276	334
Ralyl	0	0	0	0
Ramp1	319	214	185	341
Ramp2	0	1	4	6
Ramp3	1	0	0	0
Ran	110	83	57	112
Ranbp1	82	72	92	137
Ranbp10	78	108	50	98
Ranbp17	2	1	1	0
Ranbp2	710	628	464	849
Ranbp3	160	160	130	155
Ranbp3l	129	106	88	113
Ranbp6	54	88	56	61
Ranbp9	100	155	140	121
Rangap1	291	218	182	238
Rangrf	0	0	0	0
Rap1a	140	112	148	148
Rap1b	363	360	384	371
Rap1gap	5368	5451	3743	3568
Rap1gap2	1842	2072	1270	1684
Rap1gds1	172	218	214	213
Rap2a	65	67	58	63
Rap2b	35	31	46	26
Rap2c	191	195	178	177
Rapgef1	264	311	162	279
Rapgef2	42	80	41	71
Rapgef3	15	3	4	5
Rapgef4	15	21	7	11
Rapgef5	175	118	103	155
Rapgef6	98	132	89	101
Rapgefl1	57	56	47	34
Raph1	61	94	59	85
Rapsn	0	8	3	2
Rara	51	48	23	29
Rarb	0	7	3	4
Rarg	17	35	25	28
Rarres1	2	1	1	1
Rarres2	4	4	0	3
Rars	373	227	253	440
Rars2	56	68	77	91
Rasa1	182	194	190	193
Rasa2	43	58	48	47
Rasa3	10	13	11	13
Rasa4	0	1	1	2
Rasal1	1	0	0	5
Rasal2	55	51	25	52
Rasal3	5	4	1	1
Rasd1	26	20	11	39
Rasd2	2	1	0	4
Rasef	192	217	177	189
Rasgef1a	4	6	7	7
Rasgef1b	7	6	3	13
Rasgef1c	0	0	0	0
Rasgrf1	2	1	2	1
Rasgrf2	5	3	5	1
Rasgrp1	4	12	5	7
Rasgrp2	3	1	0	1
Rasgrp3	31	23	28	42
Rasgrp4	1	0	0	0
Rasip1	1	12	4	9
Rasl10a	0	0	0	3
Rasl10b	0	0	0	2
Rasl11a	2	1	0	2
Rasl11b	0	0	1	1
Rasl12	1	0	0	1
Rasl2-9-ps	1	0	0	0
Rassf1	50	103	71	85
Rassf10	8	11	6	8
Rassf2	6	6	5	1
Rassf3	518	525	344	356
Rassf4	18	29	19	16
Rassf5	23	33	26	27
Rassf6	19	20	30	37
Rassf7	59	114	92	54
Rassf8	27	29	12	15
Rassf9	7	12	10	8
Raver1	87	91	60	72
Raver1-fdx1l	0	0	0	0
Raver2	1	1	0	0
Rax	0	0	0	0
Rb1	106	101	93	132
Rb1cc1	198	258	197	234
Rbak	60	38	42	47
Rbbp4	408	392	383	439
Rbbp5	171	163	114	149
Rbbp6	148	162	119	194
Rbbp7	185	193	166	226
Rbbp8	135	182	153	155
Rbbp9	136	131	142	117
Rbck1	139	143	111	149
Rbfa	113	126	96	82
Rbfox1	1	0	0	0
Rbfox2	93	107	71	100
Rbfox3	0	0	0	0
Rbks	35	28	29	27
Rbl1	50	26	20	25
Rbl2	209	267	226	193
Rbm10	93	59	50	74
Rbm11	0	2	0	0
Rbm12	46	44	52	55
Rbm12b	5	6	11	8
Rbm14	47	89	63	78
Rbm15	43	62	39	58
Rbm15b	74	103	41	111
Rbm17	145	166	151	185
Rbm18	196	231	180	224
Rbm19	217	154	77	139
Rbm20	14	14	17	21
Rbm22	91	117	97	93
Rbm24	3	0	0	0
Rbm25	244	311	220	299
Rbm26	144	132	99	186
Rbm27	92	80	69	112
Rbm28	158	122	114	137
Rbm3	28	36	18	33
Rbm31y	0	0	0	0
Rbm33	225	373	219	263
Rbm34	62	57	66	82
Rbm38	25	20	9	16
Rbm39	687	1054	765	1066
Rbm4	52	67	48	70
Rbm41	46	39	31	40
Rbm42	136	129	97	113
Rbm43	7	11	14	18
Rbm44	0	0	0	0
Rbm45	43	54	97	84
Rbm46	0	0	0	0
Rbm47	330	297	264	282
Rbm4b	17	27	22	28
Rbm5	198	217	187	207
Rbm6	115	137	110	136
Rbm7	183	252	241	310
Rbm8a	73	104	99	126
Rbms1	48	58	37	44
Rbms2	195	174	185	195
Rbms3	13	33	20	22
Rbmx	93	141	98	117
Rbmx2	8	6	7	14
Rbmxl2	0	0	0	0
Rbmxrt	10	6	9	13
Rbmy1a1	0	0	0	0
Rbp1	1	6	1	1
Rbp2	0	2	0	0
Rbp3	0	0	0	0
Rbp4	28	29	33	18
Rbp7	0	1	0	2
Rbpj	56	53	44	61
Rbpjl	1150	1705	560	1524
Rbpms	36	62	38	36
Rbpms2	0	1	2	0
Rbx1	126	125	155	150
Rc3h1	167	206	126	216
Rc3h2	91	81	96	135
Rcan1	111	147	124	186
Rcan2	225	248	231	206
Rcan3	217	207	134	163
Rcbtb1	210	205	189	231
Rcbtb2	115	70	74	104
Rcc1	27	19	21	34
Rcc2	872	880	544	683
Rccd1	47	64	38	40
Rce1	90	91	86	88
Rchy1	378	578	572	534
Rcl1	120	99	81	113
Rcn1	163	123	143	285
Rcn2	79	99	105	113
Rcn3	4	3	5	9
Rcor1	115	98	87	105
Rcor2	1	2	4	7
Rcor3	34	48	31	27
Rcsd1	4	7	1	7
Rcvrn	0	0	0	0
Rd3	0	0	0	0
Rdbp	113	118	116	129
Rdh1	0	0	0	1
Rdh10	24	35	38	44
Rdh11	81	99	62	83
Rdh12	0	1	1	1
Rdh13	60	85	78	68
Rdh14	65	96	112	71
Rdh16	0	0	0	0
Rdh18-ps	0	0	0	0
Rdh19	0	0	0	0
Rdh5	8	5	5	9
Rdh7	2	6	2	4
Rdh8	0	0	0	0
Rdh9	0	4	1	1
Rdm1	30	33	23	21
Rdx	564	621	489	516
Rec8	14	6	1	1
Reck	1	0	1	2
Recql	40	24	32	36
Recql4	12	16	11	13
Recql5	108	118	111	109
Reep1	5	0	5	1
Reep2	0	1	1	2
Reep3	255	241	220	247
Reep4	29	36	23	23
Reep5	4565	4889	4307	3617
Reep6	75	66	23	86
Refbp2	11	17	14	10
Reg1	462275	545936	692372	556975
Reg2	357922	104293	253406	449791
Reg3a	54513	10701	46853	104383
Reg3b	179131	54715	131648	362169
Reg3d	14669	10932	25900	24517
Reg3g	34645	9947	11163	70210
Reg4	0	0	0	0
Rel	1	2	4	3
Rela	187	304	233	266
Relb	16	12	7	11
Rell1	156	201	155	222
Rell2	0	1	0	3
Reln	2	0	0	0
Relt	0	1	0	0
Rem1	0	0	0	0
Rem2	11	6	7	8
Ren1	0	0	0	0
Ren2	0	0	0	0
Renbp	3	2	3	7
Rep15	0	0	1	0
Repin1	66	98	51	54
Reps1	153	216	161	195
Reps2	197	247	197	178
Rer1	538	475	510	583
Rere	216	308	157	233
Rerg	0	0	0	0
Rergl	0	0	0	0
Resp18	41	124	67	58
Rest	15	38	16	33
Ret	4	6	4	3
Retn	0	0	0	0
Retnla	0	0	0	0
Retnlb	1	0	0	0
Retnlg	2	0	0	0
Retsat	123	74	93	77
Rev1	188	307	170	229
Rev3l	405	466	299	413
Rex2	0	0	0	0
Rexo1	100	111	57	82
Rexo2	590	445	493	612
Rexo4	100	85	73	116
Rfc1	169	147	148	185
Rfc2	86	94	80	108
Rfc3	24	17	24	24
Rfc4	52	44	46	61
Rfc5	46	27	29	32
Rfesd	35	32	42	48
Rffl	136	97	104	123
Rfk	602	552	607	529
Rfng	225	188	122	177
Rfpl3s	0	0	0	0
Rfpl4	0	0	0	0
Rfpl4b	0	0	0	0
Rft1	76	71	91	101
Rftn1	2	3	1	1
Rftn2	104	67	74	94
Rfwd2	74	72	82	72
Rfwd3	59	58	39	45
Rfx1	25	45	21	25
Rfx2	12	17	9	12
Rfx3	42	47	35	53
Rfx4	0	0	0	0
Rfx5	65	52	51	49
Rfx6	1	10	2	4
Rfx7	119	105	82	135
Rfx8	0	0	0	0
Rfxank	25	39	47	42
Rfxap	50	66	49	66
Rg9mtd1	88	101	95	134
Rg9mtd2	14	25	20	35
Rg9mtd3	50	31	50	44
Rgag1	0	0	0	0
Rgag4	1	2	1	1
Rgl1	14	5	9	13
Rgl2	79	141	73	107
Rgl3	36	42	30	28
Rgma	16	24	17	22
Rgmb	201	294	177	184
Rgn	9	21	36	11
Rgnef	245	270	178	216
Rgp1	164	192	114	170
Rgr	0	0	0	0
Rgs1	1	0	3	5
Rgs10	4	2	1	1
Rgs11	222	251	75	262
Rgs12	7	15	9	9
Rgs13	0	0	0	0
Rgs14	2	2	0	2
Rgs16	2	2	0	2
Rgs17	4	3	0	2
Rgs18	0	0	0	0
Rgs19	45	31	56	45
Rgs2	167	180	148	734
Rgs20	0	1	0	0
Rgs22	0	0	3	2
Rgs3	9	12	0	1
Rgs4	5	20	16	13
Rgs5	11	14	6	31
Rgs6	0	0	0	0
Rgs7	2	3	0	0
Rgs7bp	0	2	0	1
Rgs8	0	0	0	0
Rgs9	8	4	2	9
Rgs9bp	0	0	2	1
Rgsl1	0	0	0	0
Rhag	0	0	0	0
Rhbdd1	259	231	208	268
Rhbdd2	61	62	60	50
Rhbdd3	83	74	67	65
Rhbdf1	322	485	251	292
Rhbdf2	44	98	43	57
Rhbdl1	7	10	4	10
Rhbdl2	1	2	1	0
Rhbdl3	7	10	13	9
Rhbg	2	1	0	1
Rhcg	0	0	0	0
Rhd	0	0	2	2
Rheb	362	360	412	467
Rhebl1	0	0	1	3
Rho	0	1	0	0
Rhoa	307	323	399	343
Rhob	298	335	344	510
Rhobtb1	206	160	150	230
Rhobtb2	34	53	18	38
Rhobtb3	63	53	60	75
Rhoc	34	69	86	116
Rhod	25	24	21	28
Rhof	1	1	0	2
Rhog	62	73	59	42
Rhoh	2	2	0	1
Rhoj	31	24	15	37
Rhoq	967	791	768	965
Rhot1	196	192	211	233
Rhot2	219	233	137	181
Rhou	938	1069	1150	1090
Rhov	86	76	87	63
Rhox1	0	0	0	0
Rhox10	0	0	0	0
Rhox11	0	0	0	0
Rhox12	0	0	0	0
Rhox13	0	0	0	0
Rhox2a	0	0	0	0
Rhox2b	0	0	0	0
Rhox2c	0	0	0	0
Rhox2d	0	0	0	0
Rhox2e	0	0	0	0
Rhox2f	0	0	0	0
Rhox2g	0	0	0	0
Rhox2h	0	0	0	0
Rhox3-ps	0	0	0	0
Rhox3a	0	0	0	0
Rhox3c	0	0	0	0
Rhox3e	0	0	0	0
Rhox3f	0	0	0	0
Rhox3g-ps	0	0	0	0
Rhox3h	0	0	0	0
Rhox4a	0	0	0	0
Rhox4b	0	0	0	0
Rhox4c	0	0	0	0
Rhox4d	0	0	0	0
Rhox4e	0	0	0	0
Rhox4f	0	0	0	0
Rhox4g	0	0	0	0
Rhox6	0	0	0	0
Rhox7	0	0	0	0
Rhox8	0	0	0	0
Rhox9	0	0	0	0
Rhpn1	1	2	1	1
Rhpn2	205	232	198	162
Rian	10	22	15	17
Ribc1	2	6	2	4
Ribc2	0	0	0	0
Ric3	57	66	39	67
Ric8	204	248	183	204
Ric8b	62	102	87	76
Rictor	126	133	94	109
Rif1	111	163	115	162
Riiad1	1	3	1	2
Rilp	20	24	19	7
Rilpl1	14	13	13	17
Rilpl2	42	41	33	57
Rimbp2	7	19	6	5
Rimbp3	2	4	4	2
Rimkla	1	1	2	3
Rimklb	0	0	0	0
Rims1	13	11	10	20
Rims2	0	4	0	2
Rims3	0	0	0	0
Rims4	16	20	10	19
Rin1	7	11	1	10
Rin2	43	24	15	30
Rin3	12	11	5	9
Ring1	95	111	69	76
Rinl	7	0	1	2
Rint1	420	336	328	372
Riok1	57	57	62	69
Riok2	41	28	33	45
Riok3	720	834	728	827
Ripk1	103	137	123	167
Ripk2	18	29	25	17
Ripk3	0	1	1	3
Ripk4	58	89	53	83
Ripply1	0	0	0	1
Ripply2	0	0	0	0
Ripply3	2	7	0	1
Rit1	97	148	101	117
Rit2	0	0	0	0
Rlbp1	0	0	0	0
Rlf	71	101	72	74
Rlim	173	225	168	255
Rln1	0	0	0	0
Rln3	0	0	0	0
Rltpr	0	3	0	1
Rmi1	79	82	79	84
Rmnd1	0	0	0	0
Rmnd5a	417	489	370	394
Rmnd5b	70	79	60	66
Rmrp	13	5	6	3
Rmst	0	0	0	0
Rn4.5s	0	0	0	0
Rnase1	521863	426113	498890	377914
Rnase10	0	0	0	0
Rnase11	0	0	0	0
Rnase12	0	0	0	0
Rnase13	0	0	0	0
Rnase4	4783	3787	4099	6645
Rnase6	1	0	0	0
Rnase9	0	0	0	0
Rnaseh1	31	24	29	38
Rnaseh2a	93	76	59	53
Rnaseh2b	19	18	33	36
Rnaseh2c	76	71	50	42
Rnasek	383	312	260	286
Rnasel	7	2	0	6
Rnaset2a	0	0	0	0
Rnaset2b	1	5	5	4
Rnd1	1	5	7	8
Rnd2	30	17	12	13
Rnd3	13	27	13	43
Rnf10	1107	1109	902	1089
Rnf103	144	181	161	158
Rnf11	802	667	609	733
Rnf111	102	88	68	100
Rnf112	0	2	2	0
Rnf113a1	10	21	15	7
Rnf113a2	27	33	25	38
Rnf114	197	296	254	258
Rnf115	173	241	236	246
Rnf121	61	58	57	84
Rnf122	23	26	23	16
Rnf123	181	195	99	138
Rnf125	36	12	30	25
Rnf126	108	94	59	83
Rnf128	322	313	311	284
Rnf13	334	283	379	295
Rnf130	126	142	145	160
Rnf133	0	0	0	0
Rnf135	28	36	45	32
Rnf138	165	144	141	122
Rnf139	144	167	166	166
Rnf14	269	312	286	288
Rnf141	27	37	17	29
Rnf144a	2	2	0	5
Rnf144b	8	1	7	7
Rnf145	142	103	108	135
Rnf146	158	239	204	212
Rnf148	0	0	0	0
Rnf149	340	321	377	342
Rnf150	0	2	2	1
Rnf151	0	0	0	0
Rnf152	3	4	1	6
Rnf157	2	1	0	0
Rnf165	0	0	0	0
Rnf166	135	143	99	109
Rnf167	168	266	215	148
Rnf168	108	127	92	131
Rnf169	56	77	51	63
Rnf17	0	0	2	0
Rnf170	39	52	33	46
Rnf180	0	0	3	0
Rnf181	326	290	306	278
Rnf182	0	1	1	0
Rnf183	0	0	0	0
Rnf185	347	297	291	343
Rnf186	11	1	7	6
Rnf187	757	837	741	732
Rnf19a	42	106	90	84
Rnf19b	123	157	141	124
Rnf2	112	145	139	147
Rnf20	354	338	261	345
Rnf207	0	0	0	1
Rnf208	3	3	2	3
Rnf214	70	92	53	80
Rnf215	81	112	76	95
Rnf216	117	148	104	119
Rnf217	44	56	67	59
Rnf219	12	16	13	16
Rnf220	164	215	136	191
Rnf222	1	0	0	0
Rnf24	28	29	24	33
Rnf25	126	81	48	64
Rnf26	62	48	30	25
Rnf31	100	104	50	120
Rnf32	9	4	12	9
Rnf34	88	96	97	92
Rnf38	116	145	90	117
Rnf39	22	15	24	12
Rnf4	330	335	303	410
Rnf40	302	332	220	328
Rnf41	51	56	41	69
Rnf43	88	113	82	84
Rnf44	479	606	436	350
Rnf5	284	253	313	254
Rnf6	167	180	183	224
Rnf7	220	135	175	202
Rnf8	106	163	135	131
Rnft1	152	146	193	168
Rnft2	1	0	1	0
Rngtt	61	32	38	44
Rnh1	2508	2097	1919	1877
Rnls	0	0	5	5
Rnmt	77	102	86	108
Rnmtl1	23	19	31	31
Rnpc3	56	66	41	88
Rnpep	358	291	230	329
Rnpepl1	504	569	353	422
Rnps1	10	16	10	22
Rnu11	2	1	0	1
Rnu12	0	0	0	0
Rnu73b	0	0	0	1
Robo1	1	0	0	0
Robo2	5	11	2	4
Robo3	1	0	0	1
Robo4	6	0	1	5
Rock1	181	206	197	193
Rock2	187	204	167	211
Rod1	482	650	556	514
Rogdi	92	63	55	58
Rom1	9	8	5	12
Romo1	137	124	98	123
Ropn1	0	0	0	0
Ropn1l	14	8	7	8
Ror1	14	6	8	6
Ror2	27	44	24	33
Rora	29	35	16	17
Rorb	0	0	0	0
Rorc	62	35	28	214
Ros1	0	0	0	0
Rp1	0	0	0	0
Rp1l1	0	0	0	0
Rp2h	139	153	130	129
Rp9	163	252	216	237
Rpa1	131	104	109	100
Rpa2	32	31	20	25
Rpa3	14	12	18	14
Rpain	12	24	20	29
Rpap1	103	87	59	74
Rpap2	41	68	47	73
Rpap3	22	20	33	16
Rpe	241	205	227	237
Rpe65	0	0	0	0
Rpf1	78	115	119	135
Rpf2	16	14	25	31
Rpgr	5	8	17	15
Rpgrip1	1	11	3	2
Rpgrip1l	9	15	11	30
Rph3a	1	0	0	0
Rph3al	105	71	44	69
Rpia	83	56	56	76
Rpl10	36	54	37	60
Rpl10a	12	12	5	20
Rpl10l	0	0	0	0
Rpl11	19	12	16	25
Rpl12	20	28	17	39
Rpl13	267	348	318	344
Rpl13a	2261	1763	1944	3131
Rpl14	625	738	574	721
Rpl15	254	329	311	415
Rpl17	24	36	38	8
Rpl18	486	593	503	630
Rpl18a	0	1	5	0
Rpl19	23	19	12	23
Rpl21	7	14	6	18
Rpl22	963	1184	1118	1922
Rpl22l1	409	455	440	587
Rpl23	545	689	743	1007
Rpl23a	1	5	0	1
Rpl24	2	3	2	2
Rpl26	0	0	0	0
Rpl27	6	10	3	8
Rpl27a	259	262	303	434
Rpl28	1	3	4	3
Rpl29	78	183	114	2
Rpl3	155	360	4	18
Rpl30	5	1	0	3
Rpl31	79	83	79	133
Rpl32	2688	3026	3088	3401
Rpl34	3	2	1	3
Rpl34-ps1	0	0	0	0
Rpl35	22	9	21	19
Rpl35a	176	268	246	318
Rpl36	27	30	16	25
Rpl36a	4	1	1	8
Rpl36al	210	250	228	288
Rpl37	280	364	352	528
Rpl37a	149	163	135	233
Rpl38	11	10	11	9
Rpl39	309	353	435	640
Rpl39l	0	0	0	0
Rpl3l	2	0	2	1
Rpl4	8019	9268	9360	12878
Rpl41	1195	1278	940	1211
Rpl5	170	242	242	346
Rpl6	347	391	299	477
Rpl7	1021	1201	1160	1639
Rpl7a	332	375	290	411
Rpl7l1	382	373	358	441
Rpl8	5637	5998	4993	6540
Rpl9	3	7	7	9
Rplp0	2398	3363	2771	3415
Rplp1	3539	2799	1937	2186
Rplp2	289	343	196	262
Rplp2-ps1	0	0	0	0
Rpn1	1823	1069	1073	1584
Rpn2	2459	2158	1907	1706
Rpp14	130	109	149	135
Rpp21	57	69	45	49
Rpp25	2	1	1	0
Rpp30	14	17	31	16
Rpp38	10	15	15	24
Rpp40	17	25	19	33
Rpph1	3	6	1	7
Rprd1a	22	23	27	41
Rprd1b	121	150	125	137
Rprd2	133	140	118	120
Rprl1	0	0	0	0
Rprl2	0	0	0	0
Rprl3	0	0	0	0
Rprm	15	129	110	43
Rprml	0	0	0	0
Rps10	116	82	53	81
Rps11	1149	1476	1245	1874
Rps12	14	34	22	26
Rps13	2	2	3	2
Rps14	1746	2160	1897	2742
Rps15	2250	2343	1898	2591
Rps15a	374	225	213	410
Rps16	4	5	5	4
Rps17	3	10	0	4
Rps18	442	541	443	720
Rps19	181	250	176	261
Rps19-ps3	5	5	6	6
Rps19bp1	48	39	48	51
Rps2	94	410	325	411
Rps20	1080	1251	1337	1824
Rps21	414	381	314	472
Rps23	0	0	0	0
Rps24	525	608	663	841
Rps25	47	32	46	47
Rps26	832	1015	869	1297
Rps27	0	6	2	3
Rps27a	19	14	8	16
Rps27l	920	881	960	1147
Rps28	2	13	1	4
Rps29	1	2	1	1
Rps3	5662	6358	6258	8612
Rps3a	644	726	846	1253
Rps4x	1379	1591	1544	2014
Rps4y2	11	19	6	11
Rps5	4474	5102	3961	6880
Rps6	72	108	107	145
Rps6ka1	176	181	116	125
Rps6ka2	25	40	33	35
Rps6ka3	55	60	51	57
Rps6ka4	50	55	40	64
Rps6ka5	2	3	1	1
Rps6ka6	48	47	51	62
Rps6kb1	507	586	456	516
Rps6kb2	63	70	38	63
Rps6kc1	70	64	50	57
Rps6kl1	1	0	0	2
Rps7	61	65	49	65
Rps8	597	566	527	711
Rps9	2162	2757	2105	3155
Rpsa	94	100	68	104
Rptn	0	0	0	0
Rptor	148	178	109	139
Rpusd1	17	26	25	32
Rpusd2	17	16	23	16
Rpusd3	18	21	15	10
Rpusd4	96	101	103	86
Rqcd1	128	129	94	133
Rrad	3	1	0	6
Rraga	269	241	239	241
Rragb	7	10	8	15
Rragc	251	335	278	275
Rragd	290	351	266	337
Rras	17	34	20	27
Rras2	241	232	247	276
Rrbp1	8390	8168	7396	7280
Rreb1	162	263	172	211
Rrh	0	0	0	0
Rrm1	106	102	76	84
Rrm2	75	73	45	49
Rrm2b	46	58	57	50
Rrn3	186	158	107	194
Rrnad1	31	36	17	43
Rrp1	342	287	287	275
Rrp12	87	57	37	73
Rrp15	40	44	43	74
Rrp1b	40	45	29	59
Rrp36	42	38	55	48
Rrp7a	86	121	86	113
Rrp8	71	110	98	105
Rrp9	57	38	35	49
Rrs1	68	65	56	115
Rs1	0	0	0	0
Rsad1	33	33	28	23
Rsad2	86	40	26	95
Rsbn1	95	98	66	85
Rsbn1l	116	127	123	117
Rsc1a1	0	0	0	0
Rsf1	110	107	102	93
Rsl1	14	18	17	12
Rsl1d1	304	301	275	441
Rsl24d1	50	60	50	44
Rsph1	0	1	4	0
Rsph3a	2	18	13	6
Rsph3b	23	27	21	11
Rsph4a	0	1	0	1
Rsph6a	0	0	0	0
Rsph9	52	54	51	46
Rspo1	0	2	0	2
Rspo2	0	0	2	0
Rspo3	0	0	0	0
Rspo4	0	0	3	0
Rspry1	103	102	79	118
Rsrc1	138	100	123	110
Rsrc2	251	324	293	306
Rsu1	174	152	159	120
Rtbdn	0	0	0	0
Rtcd1	58	69	72	77
Rtdr1	0	0	0	0
Rtel1	46	46	26	37
Rtf1	75	95	76	92
Rtkn	95	119	92	110
Rtkn2	1	0	1	1
Rtl1	0	0	0	0
Rtn1	1	5	1	2
Rtn2	5	4	3	5
Rtn3	1187	989	1113	1053
Rtn4	200	273	228	266
Rtn4ip1	95	70	94	89
Rtn4r	27	10	11	10
Rtn4rl1	35	64	41	18
Rtn4rl2	0	0	0	0
Rtp1	0	0	0	0
Rtp2	0	0	0	0
Rtp3	1	0	0	0
Rtp4	12	10	11	41
Rttn	10	5	14	13
Rufy1	185	181	168	150
Rufy2	48	46	38	40
Rufy3	21	28	17	15
Rufy4	12	37	23	21
Rundc1	163	282	156	173
Rundc2a	7	10	3	5
Rundc3a	4	7	13	2
Rundc3b	27	37	24	25
Runx1	4	3	5	6
Runx1t1	0	2	4	0
Runx2	1	0	0	2
Runx3	1	0	0	0
Rusc1	94	102	74	92
Rusc2	3	3	0	3
Ruvbl1	18	26	17	20
Ruvbl2	50	81	41	64
Rwdd1	47	32	34	35
Rwdd2a	22	26	20	26
Rwdd2b	20	37	18	27
Rwdd3	8	4	11	2
Rwdd4a	153	137	117	165
Rxfp1	0	0	0	0
Rxfp2	0	0	0	0
Rxfp3	0	0	0	0
Rxfp4	0	0	0	0
Rxra	390	551	341	331
Rxrb	191	259	179	210
Rxrg	0	1	0	0
Rybp	44	38	27	47
Ryk	385	403	337	392
Ryr1	0	0	0	0
Ryr2	0	1	0	0
Ryr3	1	0	1	0
S100a1	124	152	180	206
S100a10	23	16	19	39
S100a11	28	24	33	49
S100a13	35	25	37	41
S100a14	0	1	1	0
S100a16	291	290	298	288
S100a2	0	0	0	0
S100a3	0	0	0	0
S100a4	6	1	1	4
S100a5	0	0	0	0
S100a6	16	4	7	23
S100a7a	0	0	0	0
S100a8	4	0	1	18
S100a9	3	2	0	36
S100b	0	0	0	0
S100g	22	25	11	30
S100pbp	11	10	10	3
S100z	0	0	0	0
S1pr1	11	11	2	7
S1pr2	47	75	58	34
S1pr3	1	0	3	8
S1pr4	2	0	0	0
S1pr5	2	0	2	0
Saa1	0	0	0	0
Saa2	0	0	0	0
Saa3	19	4	14	27
Saa4	0	0	0	0
Saal1	27	25	19	32
Sac3d1	26	37	18	33
Sacm1l	381	364	356	419
Sacs	0	0	0	2
Sae1	174	148	157	177
Safb	110	123	77	137
Safb2	130	152	61	114
Sag	0	0	0	1
Sall1	9	7	9	12
Sall2	4	7	9	11
Sall3	1	0	0	0
Sall4	4	2	6	4
Samd1	67	92	70	74
Samd10	120	148	146	127
Samd12	0	0	0	0
Samd14	4	4	3	3
Samd3	0	0	0	0
Samd4	2	3	3	6
Samd4b	210	181	106	196
Samd5	1	0	0	0
Samd7	0	2	3	1
Samd8	200	310	204	235
Samd9l	27	49	32	77
Samhd1	97	102	102	76
Samm50	462	420	391	441
Samsn1	4	1	0	0
Sap130	96	97	83	87
Sap18	65	66	68	76
Sap25	0	0	0	0
Sap30	31	37	56	50
Sap30bp	90	74	84	97
Sap30l	106	92	102	82
Sar1a	1137	1099	960	1294
Sar1b	231	224	196	290
Sardh	886	597	490	625
Sarm1	13	16	15	16
Sarnp	7	9	9	14
Sars	1108	1273	994	1231
Sars2	38	28	22	19
Sart1	195	220	159	202
Sart3	69	81	48	65
Sash1	103	96	87	97
Sash3	0	4	0	0
Sass6	12	16	15	15
Sat1	191	445	338	408
Sat2	18	10	33	14
Satb1	3	5	0	1
Satb2	6	9	11	7
Satl1	0	0	0	0
Sav1	237	222	159	215
Sbds	91	135	133	136
Sbf1	399	394	180	341
Sbf2	121	155	95	136
Sbk1	31	19	15	28
Sbk2	0	0	0	0
Sbno1	195	287	196	289
Sbno2	99	107	46	140
Sbp	0	0	0	0
Sbpl	0	0	0	0
Sbsn	17	7	14	14
Sc4mol	107	84	122	102
Sc5d	222	240	204	124
Scaf1	174	160	89	121
Scaf11	307	381	259	332
Scaf4	55	60	45	54
Scaf8	134	158	159	192
Scai	54	50	46	54
Scamp1	507	453	435	543
Scamp2	204	186	174	202
Scamp3	177	141	114	149
Scamp4	271	208	145	206
Scamp5	76	34	53	40
Scand1	32	22	7	11
Scap	350	383	257	286
Scaper	50	58	48	49
Scara3	202	161	156	230
Scara5	3	6	1	13
Scarb1	315	320	198	254
Scarb2	161	227	191	224
Scarf1	8	4	4	4
Scarf2	4	6	1	6
Scarna10	0	0	0	0
Scarna13	0	0	0	0
Scarna17	0	0	0	0
Scarna2	0	0	0	0
Scarna3a	0	0	0	0
Scarna3b	0	0	0	0
Scarna6	0	1	0	0
Scarna8	0	0	0	0
Scarna9	0	0	0	0
Sccpdh	83	106	101	137
Scd1	616	439	415	673
Scd2	3727	1464	1255	1326
Scd3	3	0	0	1
Scd4	0	0	0	0
Scel	2	0	1	0
Scfd1	405	406	410	510
Scfd2	177	159	142	116
Scg2	160	330	164	87
Scg3	37	70	32	18
Scg5	13	67	29	21
Scgb1a1	0	0	0	0
Scgb1c1	0	0	0	0
Scgb3a1	0	0	0	0
Scgb3a2	0	0	0	0
Scgn	5	17	7	5
Schip1	0	0	0	0
Scin	1	0	0	0
Sclt1	25	25	19	31
Scly	143	130	84	126
Scmh1	48	77	49	66
Scml2	0	0	0	0
Scml4	209	181	139	186
Scn10a	0	0	0	0
Scn11a	0	0	0	0
Scn1a	0	0	0	0
Scn1b	58	37	20	24
Scn2a1	0	0	1	0
Scn2b	1	2	0	1
Scn3a	4	4	1	3
Scn3b	1	3	4	1
Scn4a	1	0	0	0
Scn4b	65	11	14	5
Scn5a	0	2	0	2
Scn7a	1	1	1	8
Scn8a	0	2	1	0
Scn9a	3	2	4	0
Scnm1	23	30	24	24
Scnn1a	17	10	15	22
Scnn1b	3	13	8	4
Scnn1g	0	0	0	0
Sco1	74	65	54	54
Sco2	19	27	17	31
Scoc	26	42	39	26
Scp2	179	154	214	183
Scpep1	310	163	142	142
Scrg1	0	0	0	0
Scrib	229	233	136	177
Scrn1	10	9	11	7
Scrn2	134	86	89	103
Scrn3	69	84	79	133
