ProbeIDs	GAOM_10	GAOM_11	GAOM_1	GAOM_2	GAOM_3	GAOM_6
Rab8b	43	27	37	51	45	47
Rab9	44	94	61	54	69	73
Rab9b	17	8	2	13	13	12
Rabac1	1105	1105	674	707	818	850
Rabep1	163	182	141	178	153	181
Rabep2	54	59	30	43	48	45
Rabepk	35	47	34	45	37	50
Rabgap1	144	176	166	122	128	198
Rabgap1l	155	130	92	135	132	175
Rabgef1	62	53	43	49	51	66
Rabggta	70	86	59	43	52	73
Rabggtb	322	404	323	387	377	554
Rabif	109	96	115	92	91	110
Rabl2	19	29	24	12	24	26
Rabl3	29	32	29	24	29	23
Rabl5	31	41	22	39	48	51
Rac1	526	576	403	481	597	557
Rac2	17	7	6	37	6	6
Rac3	4	2	2	1	3	7
Racgap1	30	52	12	31	17	16
Rad1	20	25	30	9	27	25
Rad17	81	65	87	54	83	98
Rad18	6	4	6	8	4	3
Rad21	433	576	483	448	445	471
Rad21l	0	0	0	0	0	0
Rad23a	384	388	236	203	316	296
Rad23b	1002	912	1036	783	1035	914
Rad50	59	82	50	65	80	77
Rad51	28	33	9	31	11	12
Rad51ap1	12	7	2	5	2	7
Rad51ap2	0	0	0	0	0	0
Rad51c	3	2	3	7	7	4
Rad51l1	0	4	0	4	2	10
Rad51l3	167	224	155	160	187	189
Rad52	33	28	36	34	34	39
Rad54b	2	6	0	2	3	2
Rad54l	2	1	0	5	0	2
Rad54l2	96	100	69	50	51	92
Rad9	25	27	19	23	23	10
Rad9b	2	2	3	2	0	3
Radil	0	2	0	0	0	0
Rae1	93	88	97	74	72	128
Raet1a	1	1	0	1	0	0
Raet1b	0	0	0	0	0	0
Raet1c	0	0	0	0	0	0
Raet1d	0	0	0	1	0	0
Raet1e	2	3	0	3	5	4
Raf1	286	341	230	231	274	307
Rag1	0	0	0	0	0	0
Rag2	0	0	0	0	0	0
Rai1	92	112	65	38	45	97
Rai12	129	141	103	131	150	141
Rai14	133	196	100	100	182	159
Rai2	37	40	16	12	40	29
Rala	243	224	206	224	294	290
Ralb	113	124	69	94	114	138
Ralbp1	445	439	360	273	322	323
Ralgapa1	244	268	230	144	192	226
Ralgapa2	327	364	243	209	258	294
Ralgapb	354	403	304	217	287	288
Ralgds	94	74	56	60	74	73
Ralgps1	51	50	30	24	27	45
Ralgps2	99	87	89	88	126	90
Raly	267	291	193	283	276	334
Ralyl	0	0	0	0	0	0
Ramp1	319	214	212	223	185	341
Ramp2	0	1	3	15	4	6
Ramp3	1	0	2	13	0	0
Ran	110	83	45	79	57	112
Ranbp1	82	72	76	103	92	137
Ranbp10	78	108	68	63	50	98
Ranbp17	2	1	1	4	1	0
Ranbp2	710	628	1001	501	464	849
Ranbp3	160	160	98	90	130	155
Ranbp3l	129	106	91	127	88	113
Ranbp6	54	88	74	45	56	61
Ranbp9	100	155	112	108	140	121
Rangap1	291	218	171	153	182	238
Rangrf	0	0	0	0	0	0
Rap1a	140	112	109	128	148	148
Rap1b	363	360	337	463	384	371
Rap1gap	5368	5451	2681	2581	3743	3568
Rap1gap2	1842	2072	972	1126	1270	1684
Rap1gds1	172	218	221	148	214	213
Rap2a	65	67	59	57	58	63
Rap2b	35	31	30	29	46	26
Rap2c	191	195	193	170	178	177
Rapgef1	264	311	132	178	162	279
Rapgef2	42	80	41	43	41	71
Rapgef3	15	3	3	21	4	5
Rapgef4	15	21	11	15	7	11
Rapgef5	175	118	128	109	103	155
Rapgef6	98	132	107	106	89	101
Rapgefl1	57	56	41	32	47	34
Raph1	61	94	99	49	59	85
Rapsn	0	8	0	3	3	2
Rara	51	48	6	28	23	29
Rarb	0	7	1	5	3	4
Rarg	17	35	13	35	25	28
Rarres1	2	1	0	1	1	1
Rarres2	4	4	1	24	0	3
Rars	373	227	365	253	253	440
Rars2	56	68	96	68	77	91
Rasa1	182	194	199	177	190	193
Rasa2	43	58	48	57	48	47
Rasa3	10	13	13	29	11	13
Rasa4	0	1	3	7	1	2
Rasal1	1	0	1	4	0	5
Rasal2	55	51	45	37	25	52
Rasal3	5	4	3	6	1	1
Rasd1	26	20	129	37	11	39
Rasd2	2	1	1	0	0	4
Rasef	192	217	131	177	177	189
Rasgef1a	4	6	3	2	7	7
Rasgef1b	7	6	6	11	3	13
Rasgef1c	0	0	0	0	0	0
Rasgrf1	2	1	3	2	2	1
Rasgrf2	5	3	1	6	5	1
Rasgrp1	4	12	0	25	5	7
Rasgrp2	3	1	1	7	0	1
Rasgrp3	31	23	13	45	28	42
Rasgrp4	1	0	0	0	0	0
Rasip1	1	12	1	9	4	9
Rasl10a	0	0	0	0	0	3
Rasl10b	0	0	0	0	0	2
Rasl11a	2	1	2	8	0	2
Rasl11b	0	0	0	1	1	1
Rasl12	1	0	0	0	0	1
Rasl2-9-ps	1	0	0	0	0	0
Rassf1	50	103	68	68	71	85
Rassf10	8	11	1	5	6	8
Rassf2	6	6	2	23	5	1
Rassf3	518	525	180	353	344	356
Rassf4	18	29	21	17	19	16
Rassf5	23	33	4	25	26	27
Rassf6	19	20	19	27	30	37
Rassf7	59	114	41	38	92	54
Rassf8	27	29	13	14	12	15
Rassf9	7	12	5	24	10	8
Raver1	87	91	43	64	60	72
Raver1-fdx1l	0	0	0	0	0	0
Raver2	1	1	0	1	0	0
Rax	0	0	0	0	0	0
Rb1	106	101	88	125	93	132
Rb1cc1	198	258	317	217	197	234
Rbak	60	38	32	34	42	47
Rbbp4	408	392	313	368	383	439
Rbbp5	171	163	110	92	114	149
Rbbp6	148	162	136	89	119	194
Rbbp7	185	193	124	156	166	226
Rbbp8	135	182	120	159	153	155
Rbbp9	136	131	128	115	142	117
Rbck1	139	143	84	123	111	149
Rbfa	113	126	49	56	96	82
Rbfox1	1	0	1	0	0	0
Rbfox2	93	107	47	72	71	100
Rbfox3	0	0	2	0	0	0
Rbks	35	28	26	14	29	27
Rbl1	50	26	11	16	20	25
Rbl2	209	267	237	185	226	193
Rbm10	93	59	72	46	50	74
Rbm11	0	2	0	1	0	0
Rbm12	46	44	56	37	52	55
Rbm12b	5	6	8	14	11	8
Rbm14	47	89	42	40	63	78
Rbm15	43	62	24	40	39	58
Rbm15b	74	103	58	55	41	111
Rbm17	145	166	132	134	151	185
Rbm18	196	231	245	186	180	224
Rbm19	217	154	128	112	77	139
Rbm20	14	14	13	13	17	21
Rbm22	91	117	82	72	97	93
Rbm24	3	0	2	0	0	0
Rbm25	244	311	245	226	220	299
Rbm26	144	132	133	108	99	186
Rbm27	92	80	83	69	69	112
Rbm28	158	122	106	84	114	137
Rbm3	28	36	14	28	18	33
Rbm31y	0	0	0	0	0	0
Rbm33	225	373	264	210	219	263
Rbm34	62	57	56	43	66	82
Rbm38	25	20	9	13	9	16
Rbm39	687	1054	819	863	765	1066
Rbm4	52	67	39	38	48	70
Rbm41	46	39	24	37	31	40
Rbm42	136	129	78	74	97	113
Rbm43	7	11	6	23	14	18
Rbm44	0	0	0	0	0	0
Rbm45	43	54	52	57	97	84
Rbm46	0	0	0	0	0	0
Rbm47	330	297	235	177	264	282
Rbm4b	17	27	20	22	22	28
Rbm5	198	217	132	138	187	207
Rbm6	115	137	126	94	110	136
Rbm7	183	252	234	209	241	310
Rbm8a	73	104	86	93	99	126
Rbms1	48	58	15	41	37	44
Rbms2	195	174	97	145	185	195
Rbms3	13	33	10	50	20	22
Rbmx	93	141	81	63	98	117
Rbmx2	8	6	7	8	7	14
Rbmxl2	0	0	0	0	0	0
Rbmxrt	10	6	8	13	9	13
Rbmy1a1	0	0	0	0	0	0
Rbp1	1	6	1	9	1	1
Rbp2	0	2	1	0	0	0
Rbp3	0	0	0	0	0	0
Rbp4	28	29	3	16	33	18
Rbp7	0	1	2	5	0	2
Rbpj	56	53	48	34	44	61
Rbpjl	1150	1705	1131	497	560	1524
Rbpms	36	62	10	23	38	36
Rbpms2	0	1	1	1	2	0
Rbx1	126	125	94	123	155	150
Rc3h1	167	206	166	131	126	216
Rc3h2	91	81	86	112	96	135
Rcan1	111	147	81	128	124	186
Rcan2	225	248	164	175	231	206
Rcan3	217	207	102	112	134	163
Rcbtb1	210	205	172	195	189	231
Rcbtb2	115	70	56	93	74	104
Rcc1	27	19	21	17	21	34
Rcc2	872	880	411	423	544	683
Rccd1	47	64	13	32	38	40
Rce1	90	91	51	64	86	88
Rchy1	378	578	413	359	572	534
Rcl1	120	99	97	94	81	113
Rcn1	163	123	89	222	143	285
Rcn2	79	99	65	109	105	113
Rcn3	4	3	3	11	5	9
Rcor1	115	98	89	75	87	105
Rcor2	1	2	1	1	4	7
Rcor3	34	48	34	24	31	27
Rcsd1	4	7	8	13	1	7
Rcvrn	0	0	0	0	0	0
Rd3	0	0	0	1	0	0
Rdbp	113	118	67	90	116	129
Rdh1	0	0	1	0	0	1
Rdh10	24	35	28	42	38	44
Rdh11	81	99	43	64	62	83
Rdh12	0	1	0	3	1	1
Rdh13	60	85	62	41	78	68
Rdh14	65	96	97	85	112	71
Rdh16	0	0	0	0	0	0
Rdh18-ps	0	0	0	0	0	0
Rdh19	0	0	0	0	0	0
Rdh5	8	5	5	3	5	9
Rdh7	2	6	0	1	2	4
Rdh8	0	0	0	0	0	0
Rdh9	0	4	2	2	1	1
Rdm1	30	33	26	30	23	21
Rdx	564	621	360	445	489	516
Rec8	14	6	9	11	1	1
Reck	1	0	0	5	1	2
Recql	40	24	25	27	32	36
Recql4	12	16	13	7	11	13
Recql5	108	118	42	78	111	109
Reep1	5	0	1	1	5	1
Reep2	0	1	0	2	1	2
Reep3	255	241	191	183	220	247
Reep4	29	36	18	14	23	23
Reep5	4565	4889	2089	3294	4307	3617
Reep6	75	66	11	30	23	86
Refbp2	11	17	12	4	14	10
Reg1	462275	545936	613158	662003	692372	556975
Reg2	357922	104293	226240	198825	253406	449791
Reg3a	54513	10701	47368	22405	46853	104383
Reg3b	179131	54715	114057	78778	131648	362169
Reg3d	14669	10932	21770	12627	25900	24517
Reg3g	34645	9947	5958	9277	11163	70210
Reg4	0	0	0	0	0	0
Rel	1	2	1	31	4	3
Rela	187	304	145	153	233	266
Relb	16	12	7	21	7	11
Rell1	156	201	69	144	155	222
Rell2	0	1	0	1	0	3
Reln	2	0	0	6	0	0
Relt	0	1	3	0	0	0
Rem1	0	0	0	1	0	0
Rem2	11	6	2	2	7	8
Ren1	0	0	0	0	0	0
Ren2	0	0	0	0	0	0
Renbp	3	2	6	9	3	7
Rep15	0	0	0	0	1	0
Repin1	66	98	36	48	51	54
Reps1	153	216	121	124	161	195
Reps2	197	247	247	184	197	178
Rer1	538	475	578	565	510	583
Rere	216	308	148	123	157	233
Rerg	0	0	0	0	0	0
Rergl	0	0	0	0	0	0
Resp18	41	124	6	59	67	58
Rest	15	38	21	18	16	33
Ret	4	6	1	2	4	3
Retn	0	0	0	0	0	0
Retnla	0	0	3	1	0	0
Retnlb	1	0	0	0	0	0
Retnlg	2	0	0	17	0	0
Retsat	123	74	58	61	93	77
Rev1	188	307	158	167	170	229
Rev3l	405	466	310	285	299	413
Rex2	0	0	0	0	0	0
Rexo1	100	111	46	47	57	82
Rexo2	590	445	312	481	493	612
Rexo4	100	85	60	103	73	116
Rfc1	169	147	114	126	148	185
Rfc2	86	94	38	57	80	108
Rfc3	24	17	9	26	24	24
Rfc4	52	44	21	41	46	61
Rfc5	46	27	15	28	29	32
Rfesd	35	32	41	40	42	48
Rffl	136	97	81	75	104	123
Rfk	602	552	468	447	607	529
Rfng	225	188	99	120	122	177
Rfpl3s	0	0	0	0	0	0
Rfpl4	0	0	0	0	0	0
Rfpl4b	0	0	0	0	0	0
Rft1	76	71	70	74	91	101
Rftn1	2	3	3	16	1	1
Rftn2	104	67	20	66	74	94
Rfwd2	74	72	75	76	82	72
Rfwd3	59	58	44	46	39	45
Rfx1	25	45	11	22	21	25
Rfx2	12	17	4	3	9	12
Rfx3	42	47	20	28	35	53
Rfx4	0	0	0	0	0	0
Rfx5	65	52	32	46	51	49
Rfx6	1	10	0	2	2	4
Rfx7	119	105	101	84	82	135
Rfx8	0	0	0	0	0	0
Rfxank	25	39	32	27	47	42
Rfxap	50	66	37	58	49	66
Rg9mtd1	88	101	118	105	95	134
Rg9mtd2	14	25	21	26	20	35
Rg9mtd3	50	31	27	45	50	44
Rgag1	0	0	0	0	0	0
Rgag4	1	2	5	3	1	1
Rgl1	14	5	3	23	9	13
Rgl2	79	141	75	63	73	107
Rgl3	36	42	21	23	30	28
Rgma	16	24	12	25	17	22
Rgmb	201	294	82	108	177	184
Rgn	9	21	14	5	36	11
Rgnef	245	270	178	115	178	216
Rgp1	164	192	165	122	114	170
Rgr	0	0	0	0	0	0
Rgs1	1	0	36	48	3	5
Rgs10	4	2	4	8	1	1
Rgs11	222	251	159	78	75	262
Rgs12	7	15	5	11	9	9
Rgs13	0	0	0	1	0	0
Rgs14	2	2	2	7	0	2
Rgs16	2	2	0	7	0	2
Rgs17	4	3	0	0	0	2
Rgs18	0	0	2	4	0	0
Rgs19	45	31	35	38	56	45
Rgs2	167	180	214	554	148	734
Rgs20	0	1	0	0	0	0
Rgs22	0	0	1	0	3	2
Rgs3	9	12	3	11	0	1
Rgs4	5	20	4	20	16	13
Rgs5	11	14	4	79	6	31
Rgs6	0	0	0	0	0	0
Rgs7	2	3	3	0	0	0
Rgs7bp	0	2	1	0	0	1
Rgs8	0	0	3	0	0	0
Rgs9	8	4	1	3	2	9
Rgs9bp	0	0	1	3	2	1
Rgsl1	0	0	0	0	0	0
Rhag	0	0	0	0	0	0
Rhbdd1	259	231	158	196	208	268
Rhbdd2	61	62	55	27	60	50
Rhbdd3	83	74	34	61	67	65
Rhbdf1	322	485	175	152	251	292
Rhbdf2	44	98	34	33	43	57
Rhbdl1	7	10	3	2	4	10
Rhbdl2	1	2	0	1	1	0
Rhbdl3	7	10	6	8	13	9
Rhbg	2	1	0	0	0	1
Rhcg	0	0	0	0	0	0
Rhd	0	0	1	4	2	2
Rheb	362	360	486	375	412	467
Rhebl1	0	0	1	0	1	3
Rho	0	1	0	0	0	0
Rhoa	307	323	267	313	399	343
Rhob	298	335	115	360	344	510
Rhobtb1	206	160	287	155	150	230
Rhobtb2	34	53	29	23	18	38
Rhobtb3	63	53	53	50	60	75
Rhoc	34	69	62	41	86	116
Rhod	25	24	10	15	21	28
Rhof	1	1	1	4	0	2
Rhog	62	73	38	44	59	42
Rhoh	2	2	0	8	0	1
Rhoj	31	24	10	63	15	37
Rhoq	967	791	613	648	768	965
Rhot1	196	192	237	175	211	233
Rhot2	219	233	106	132	137	181
Rhou	938	1069	847	790	1150	1090
Rhov	86	76	22	49	87	63
Rhox1	0	0	0	0	0	0
Rhox10	0	0	0	0	0	0
Rhox11	0	0	0	0	0	0
Rhox12	0	0	0	0	0	0
Rhox13	0	0	0	0	0	0
Rhox2a	0	0	0	0	0	0
Rhox2b	0	0	0	0	0	0
Rhox2c	0	0	0	0	0	0
Rhox2d	0	0	0	0	0	0
Rhox2e	0	0	0	0	0	0
Rhox2f	0	0	0	0	0	0
Rhox2g	0	0	0	0	0	0
Rhox2h	0	0	0	0	0	0
Rhox3-ps	0	0	0	0	0	0
Rhox3a	0	0	0	0	0	0
Rhox3c	0	0	0	0	0	0
Rhox3e	0	0	0	0	0	0
Rhox3f	0	0	0	0	0	0
Rhox3g-ps	0	0	0	0	0	0
Rhox3h	0	0	0	0	0	0
Rhox4a	0	0	0	0	0	0
Rhox4b	0	0	0	0	0	0
Rhox4c	0	0	0	0	0	0
Rhox4d	0	0	0	0	0	0
Rhox4e	0	0	0	0	0	0
Rhox4f	0	0	0	0	0	0
Rhox4g	0	0	0	0	0	0
Rhox6	0	0	0	0	0	0
Rhox7	0	0	0	0	0	0
Rhox8	0	0	0	0	0	0
Rhox9	0	0	0	0	0	0
Rhpn1	1	2	0	0	1	1
Rhpn2	205	232	92	148	198	162
Rian	10	22	4	11	15	17
Ribc1	2	6	6	3	2	4
Ribc2	0	0	0	0	0	0
Ric3	57	66	48	33	39	67
Ric8	204	248	153	137	183	204
Ric8b	62	102	82	95	87	76
Rictor	126	133	100	100	94	109
Rif1	111	163	113	112	115	162
Riiad1	1	3	1	1	1	2
Rilp	20	24	8	12	19	7
Rilpl1	14	13	14	14	13	17
Rilpl2	42	41	17	42	33	57
Rimbp2	7	19	1	2	6	5
Rimbp3	2	4	3	4	4	2
Rimkla	1	1	1	0	2	3
Rimklb	0	0	0	0	0	0
Rims1	13	11	4	3	10	20
Rims2	0	4	1	2	0	2
Rims3	0	0	1	0	0	0
Rims4	16	20	14	5	10	19
Rin1	7	11	6	1	1	10
Rin2	43	24	17	27	15	30
Rin3	12	11	6	21	5	9
Ring1	95	111	61	58	69	76
Rinl	7	0	2	4	1	2
Rint1	420	336	344	266	328	372
Riok1	57	57	50	57	62	69
Riok2	41	28	54	38	33	45
Riok3	720	834	679	605	728	827
Ripk1	103	137	162	134	123	167
Ripk2	18	29	19	21	25	17
Ripk3	0	1	0	6	1	3
Ripk4	58	89	61	70	53	83
Ripply1	0	0	0	0	0	1
Ripply2	0	0	0	0	0	0
Ripply3	2	7	1	6	0	1
Rit1	97	148	85	99	101	117
Rit2	0	0	1	0	0	0
Rlbp1	0	0	0	0	0	0
Rlf	71	101	72	63	72	74
Rlim	173	225	215	196	168	255
Rln1	0	0	0	0	0	0
Rln3	0	0	0	0	0	0
Rltpr	0	3	1	2	0	1
Rmi1	79	82	80	64	79	84
Rmnd1	0	0	0	0	0	0
Rmnd5a	417	489	470	338	370	394
Rmnd5b	70	79	33	63	60	66
Rmrp	13	5	4	1	6	3
Rmst	0	0	0	0	0	0
Rn4.5s	0	0	0	0	0	0
Rnase1	521863	426113	416611	402602	498890	377914
Rnase10	0	0	0	0	0	0
Rnase11	0	0	0	0	0	0
Rnase12	0	0	0	0	0	0
Rnase13	0	0	0	0	0	0
Rnase4	4783	3787	3562	5058	4099	6645
Rnase6	1	0	0	3	0	0
Rnase9	0	0	0	0	0	0
Rnaseh1	31	24	28	25	29	38
Rnaseh2a	93	76	43	59	59	53
Rnaseh2b	19	18	22	31	33	36
Rnaseh2c	76	71	29	44	50	42
Rnasek	383	312	156	190	260	286
Rnasel	7	2	6	5	0	6
Rnaset2a	0	0	0	0	0	0
Rnaset2b	1	5	3	4	5	4
Rnd1	1	5	4	5	7	8
Rnd2	30	17	5	7	12	13
Rnd3	13	27	12	53	13	43
Rnf10	1107	1109	763	713	902	1089
Rnf103	144	181	162	139	161	158
Rnf11	802	667	505	635	609	733
Rnf111	102	88	61	66	68	100
Rnf112	0	2	0	1	2	0
Rnf113a1	10	21	11	5	15	7
Rnf113a2	27	33	18	26	25	38
Rnf114	197	296	198	187	254	258
Rnf115	173	241	252	178	236	246
Rnf121	61	58	65	68	57	84
Rnf122	23	26	3	15	23	16
Rnf123	181	195	76	72	99	138
Rnf125	36	12	15	33	30	25
Rnf126	108	94	46	66	59	83
Rnf128	322	313	211	275	311	284
Rnf13	334	283	298	326	379	295
Rnf130	126	142	97	133	145	160
Rnf133	0	0	0	0	0	0
Rnf135	28	36	34	21	45	32
Rnf138	165	144	131	115	141	122
Rnf139	144	167	158	173	166	166
Rnf14	269	312	244	296	286	288
Rnf141	27	37	30	30	17	29
Rnf144a	2	2	2	15	0	5
Rnf144b	8	1	3	8	7	7
Rnf145	142	103	91	112	108	135
Rnf146	158	239	165	157	204	212
Rnf148	0	0	0	0	0	0
Rnf149	340	321	325	333	377	342
Rnf150	0	2	4	1	2	1
Rnf151	0	0	0	0	0	0
Rnf152	3	4	3	7	1	6
Rnf157	2	1	0	0	0	0
Rnf165	0	0	0	1	0	0
Rnf166	135	143	94	118	99	109
Rnf167	168	266	149	151	215	148
Rnf168	108	127	116	82	92	131
Rnf169	56	77	35	48	51	63
Rnf17	0	0	0	0	2	0
Rnf170	39	52	22	34	33	46
Rnf180	0	0	0	2	3	0
Rnf181	326	290	188	240	306	278
Rnf182	0	1	0	1	1	0
Rnf183	0	0	0	0	0	0
Rnf185	347	297	290	227	291	343
Rnf186	11	1	0	4	7	6
Rnf187	757	837	415	540	741	732
Rnf19a	42	106	69	89	90	84
Rnf19b	123	157	91	114	141	124
Rnf2	112	145	124	142	139	147
Rnf20	354	338	285	216	261	345
Rnf207	0	0	0	0	0	1
Rnf208	3	3	1	2	2	3
Rnf214	70	92	73	37	53	80
Rnf215	81	112	57	57	76	95
Rnf216	117	148	74	79	104	119
Rnf217	44	56	58	53	67	59
Rnf219	12	16	12	14	13	16
Rnf220	164	215	126	144	136	191
Rnf222	1	0	0	0	0	0
Rnf24	28	29	9	18	24	33
Rnf25	126	81	125	55	48	64
Rnf26	62	48	32	29	30	25
Rnf31	100	104	58	59	50	120
Rnf32	9	4	3	4	12	9
Rnf34	88	96	78	75	97	92
Rnf38	116	145	84	93	90	117
Rnf39	22	15	9	9	24	12
Rnf4	330	335	349	279	303	410
Rnf40	302	332	218	152	220	328
Rnf41	51	56	43	60	41	69
Rnf43	88	113	57	67	82	84
Rnf44	479	606	297	247	436	350
Rnf5	284	253	221	230	313	254
Rnf6	167	180	213	141	183	224
Rnf7	220	135	121	178	175	202
Rnf8	106	163	76	94	135	131
Rnft1	152	146	193	142	193	168
Rnft2	1	0	0	2	1	0
Rngtt	61	32	36	53	38	44
Rnh1	2508	2097	1326	1445	1919	1877
Rnls	0	0	2	5	5	5
Rnmt	77	102	117	63	86	108
Rnmtl1	23	19	32	16	31	31
Rnpc3	56	66	83	71	41	88
Rnpep	358	291	178	228	230	329
Rnpepl1	504	569	305	236	353	422
Rnps1	10	16	18	3	10	22
Rnu11	2	1	0	0	0	1
Rnu12	0	0	0	0	0	0
Rnu73b	0	0	1	1	0	1
Robo1	1	0	1	2	0	0
Robo2	5	11	0	3	2	4
Robo3	1	0	2	0	0	1
Robo4	6	0	1	9	1	5
Rock1	181	206	208	186	197	193
Rock2	187	204	182	165	167	211
Rod1	482	650	479	525	556	514
Rogdi	92	63	47	55	55	58
Rom1	9	8	3	10	5	12
Romo1	137	124	64	70	98	123
Ropn1	0	0	0	0	0	0
Ropn1l	14	8	7	5	7	8
Ror1	14	6	4	20	8	6
Ror2	27	44	23	0	24	33
Rora	29	35	21	14	16	17
Rorb	0	0	0	1	0	0
Rorc	62	35	63	86	28	214
Ros1	0	0	0	0	0	0
Rp1	0	0	0	0	0	0
Rp1l1	0	0	0	0	0	0
Rp2h	139	153	129	127	130	129
Rp9	163	252	175	122	216	237
Rpa1	131	104	96	85	109	100
Rpa2	32	31	10	36	20	25
Rpa3	14	12	9	16	18	14
Rpain	12	24	18	22	20	29
Rpap1	103	87	57	57	59	74
Rpap2	41	68	67	42	47	73
Rpap3	22	20	18	18	33	16
Rpe	241	205	253	244	227	237
Rpe65	0	0	0	0	0	0
Rpf1	78	115	119	75	119	135
Rpf2	16	14	24	21	25	31
Rpgr	5	8	13	10	17	15
Rpgrip1	1	11	14	2	3	2
Rpgrip1l	9	15	14	16	11	30
Rph3a	1	0	2	0	0	0
Rph3al	105	71	16	48	44	69
Rpia	83	56	26	47	56	76
Rpl10	36	54	44	28	37	60
Rpl10a	12	12	13	8	5	20
Rpl10l	0	0	0	0	0	0
Rpl11	19	12	10	25	16	25
Rpl12	20	28	24	17	17	39
Rpl13	267	348	198	329	318	344
Rpl13a	2261	1763	1473	1421	1944	3131
Rpl14	625	738	349	563	574	721
Rpl15	254	329	182	354	311	415
Rpl17	24	36	12	17	38	8
Rpl18	486	593	297	427	503	630
Rpl18a	0	1	0	0	5	0
Rpl19	23	19	8	22	12	23
Rpl21	7	14	1	10	6	18
Rpl22	963	1184	906	1256	1118	1922
Rpl22l1	409	455	374	580	440	587
Rpl23	545	689	486	882	743	1007
Rpl23a	1	5	1	0	0	1
Rpl24	2	3	2	3	2	2
Rpl26	0	0	0	0	0	0
Rpl27	6	10	1	6	3	8
Rpl27a	259	262	182	285	303	434
Rpl28	1	3	3	0	4	3
Rpl29	78	183	56	52	114	2
Rpl3	155	360	125	134	4	18
Rpl30	5	1	1	3	0	3
Rpl31	79	83	50	87	79	133
Rpl32	2688	3026	1992	2761	3088	3401
Rpl34	3	2	1	2	1	3
Rpl34-ps1	0	0	0	0	0	0
Rpl35	22	9	14	13	21	19
Rpl35a	176	268	183	363	246	318
Rpl36	27	30	7	13	16	25
Rpl36a	4	1	2	5	1	8
Rpl36al	210	250	187	243	228	288
Rpl37	280	364	246	420	352	528
Rpl37a	149	163	107	115	135	233
Rpl38	11	10	5	13	11	9
Rpl39	309	353	256	566	435	640
Rpl39l	0	0	0	0	0	0
Rpl3l	2	0	0	1	2	1
Rpl4	8019	9268	8136	9188	9360	12878
Rpl41	1195	1278	734	934	940	1211
Rpl5	170	242	217	229	242	346
Rpl6	347	391	222	293	299	477
Rpl7	1021	1201	862	1417	1160	1639
Rpl7a	332	375	240	311	290	411
Rpl7l1	382	373	462	345	358	441
Rpl8	5637	5998	3120	4051	4993	6540
Rpl9	3	7	4	5	7	9
Rplp0	2398	3363	2735	1750	2771	3415
Rplp1	3539	2799	1494	1809	1937	2186
Rplp2	289	343	71	151	196	262
Rplp2-ps1	0	0	0	0	0	0
Rpn1	1823	1069	692	1066	1073	1584
Rpn2	2459	2158	1073	1392	1907	1706
Rpp14	130	109	144	114	149	135
Rpp21	57	69	44	49	45	49
Rpp25	2	1	1	2	1	0
Rpp30	14	17	17	16	31	16
Rpp38	10	15	23	14	15	24
Rpp40	17	25	26	15	19	33
Rpph1	3	6	3	3	1	7
Rprd1a	22	23	33	25	27	41
Rprd1b	121	150	106	80	125	137
Rprd2	133	140	95	90	118	120
Rprl1	0	0	0	0	0	0
Rprl2	0	0	0	0	0	0
Rprl3	0	0	0	0	0	0
Rprm	15	129	64	31	110	43
Rprml	0	0	0	0	0	0
Rps10	116	82	39	48	53	81
Rps11	1149	1476	940	1156	1245	1874
Rps12	14	34	14	24	22	26
Rps13	2	2	3	5	3	2
Rps14	1746	2160	1401	2282	1897	2742
Rps15	2250	2343	1245	1797	1898	2591
Rps15a	374	225	420	309	213	410
Rps16	4	5	0	3	5	4
Rps17	3	10	4	5	0	4
Rps18	442	541	423	584	443	720
Rps19	181	250	120	162	176	261
Rps19-ps3	5	5	4	2	6	6
Rps19bp1	48	39	36	24	48	51
Rps2	94	410	329	275	325	411
Rps20	1080	1251	916	1460	1337	1824
Rps21	414	381	195	366	314	472
Rps23	0	0	0	2	0	0
Rps24	525	608	429	760	663	841
Rps25	47	32	21	44	46	47
Rps26	832	1015	584	794	869	1297
Rps27	0	6	1	4	2	3
Rps27a	19	14	10	10	8	16
Rps27l	920	881	765	1049	960	1147
Rps28	2	13	1	2	1	4
Rps29	1	2	0	1	1	1
Rps3	5662	6358	5205	6899	6258	8612
Rps3a	644	726	666	926	846	1253
Rps4x	1379	1591	1169	1561	1544	2014
Rps4y2	11	19	7	12	6	11
Rps5	4474	5102	3112	4619	3961	6880
Rps6	72	108	67	71	107	145
Rps6ka1	176	181	50	80	116	125
Rps6ka2	25	40	14	27	33	35
Rps6ka3	55	60	61	43	51	57
Rps6ka4	50	55	26	37	40	64
Rps6ka5	2	3	5	3	1	1
Rps6ka6	48	47	48	53	51	62
Rps6kb1	507	586	570	387	456	516
Rps6kb2	63	70	26	23	38	63
Rps6kc1	70	64	35	40	50	57
Rps6kl1	1	0	0	0	0	2
Rps7	61	65	31	62	49	65
Rps8	597	566	325	473	527	711
Rps9	2162	2757	1584	1790	2105	3155
Rpsa	94	100	44	63	68	104
Rptn	0	0	0	0	0	0
Rptor	148	178	131	103	109	139
Rpusd1	17	26	14	14	25	32
Rpusd2	17	16	15	2	23	16
Rpusd3	18	21	7	6	15	10
Rpusd4	96	101	76	75	103	86
Rqcd1	128	129	112	97	94	133
Rrad	3	1	0	5	0	6
Rraga	269	241	211	181	239	241
Rragb	7	10	8	10	8	15
